© 2000-2026 QIAGEN. All rights reserved.

Analysis Details for My Projects->KKH_SCpops_tagseq->HCC1806_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:12 AM->matched_F_C2C4_vs_MPV_lfc
Workspace	My Projects
Project	KKH_SCpops_tagseq
Analysis	matched_F_C2C4_vs_MPV_lfc
Date	Mon Aug 10 09:12:32 PDT 2026
Analysis ID	43603414

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.1
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
(confidence = Experimentally Observed) AND
(data sources = An Open Access Database of Genome-wide Association Results OR BIND OR BioGRID OR Catalogue Of Somatic Mutations In Cancer (COSMIC) OR Chemical Carcinogenesis Research Information System (CCRIS) OR Clinical Genome Resource (ClinGen) OR ClinicalTrials.gov OR ClinVar OR Cognia OR DIP OR DrugBank OR Gene Ontology (GO) OR GVK Biosciences OR Hazardous Substances Data Bank (HSDB) OR HumanCyc OR Ingenuity Expert Findings OR Ingenuity ExpertAssist Findings OR IntAct OR Interactome studies OR MIPS OR miRBase OR miRecords OR Mouse Genome Database (MGD) OR Obesity Gene Map Database OR Online Mendelian Inheritance in Man (OMIM) OR Reactome OR TarBase OR TargetScan Human OR TargetScan Mouse)

Canonical Pathways for My Projects->KKH_SCpops_tagseq->HCC1806_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:12 AM->matched_F_C2C4_vs_MPV_lfc
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
matched_F_C2C4_vs_MPV_lfc	 	ING4	0.000	transcription regulator	 	 	 	 	 	2.15E-02	CDKN1A,NFKBIA	 	
matched_F_C2C4_vs_MPV_lfc	 	L744832	 	chemical reagent	 	 	 	 	 	2.15E-02	CDKN1A,TGFBR2	 	
matched_F_C2C4_vs_MPV_lfc	 	MEMO1	0.081	other	 	 	 	 	 	2.15E-02	CCND1,CTSD	 	
matched_F_C2C4_vs_MPV_lfc	 	ML-193	 	chemical reagent	 	 	 	 	 	2.15E-02	FABP4,FASN	 	
matched_F_C2C4_vs_MPV_lfc	 	Mir503hg	 	other	 	 	 	 	 	2.15E-02	FABP4,FASN	 	
matched_F_C2C4_vs_MPV_lfc	 	NAALADL2	 	other	 	 	 	 	 	2.15E-02	HSPA5,JPT1	 	
matched_F_C2C4_vs_MPV_lfc	 	PARP3	 	enzyme	 	 	 	 	 	2.15E-02	EPAS1,NDRG1	 	
matched_F_C2C4_vs_MPV_lfc	 	PLEKHH2	0.000	other	 	 	 	 	 	2.15E-02	CCND1,CDK4	 	
matched_F_C2C4_vs_MPV_lfc	 	PNU282987	 	chemical reagent	 	 	 	 	 	2.15E-02	FASN,SREBF1	 	
matched_F_C2C4_vs_MPV_lfc	 	PPDPF	-0.025	other	 	 	 	 	 	2.15E-02	CCND1,FASN	 	
matched_F_C2C4_vs_MPV_lfc	 	PPM1A	0.015	phosphatase	 	 	 	 	 	2.15E-02	CDKN1A,ITGB1	 	
matched_F_C2C4_vs_MPV_lfc	 	PSMB9	0.116	peptidase	 	 	 	 	 	2.15E-02	NFKBIA,RPS3	 	
matched_F_C2C4_vs_MPV_lfc	 	SEMA3C	-0.512	other	 	 	 	 	 	2.15E-02	CCND1,SEMA3C	 	
matched_F_C2C4_vs_MPV_lfc	 	SHOX	 	transcription regulator	 	 	 	 	 	2.15E-02	CDK1,CDKN1A	 	
matched_F_C2C4_vs_MPV_lfc	 	SHR2554	 	chemical drug	 	 	 	 	 	2.15E-02	CDK4,CDKN1A	 	
matched_F_C2C4_vs_MPV_lfc	 	SLC18A2	 	transporter	 	 	 	 	 	2.15E-02	CLSTN1,PSAP	 	
matched_F_C2C4_vs_MPV_lfc	 	SLC6A2	 	transporter	 	 	 	 	 	2.15E-02	CLSTN1,PSAP	 	
matched_F_C2C4_vs_MPV_lfc	 	SNIP1	0.000	other	 	 	 	 	 	2.15E-02	CAD,CCND1	 	
matched_F_C2C4_vs_MPV_lfc	 	SRPK1	-0.014	kinase	 	 	 	 	 	2.15E-02	ATF4,INSR	 	
matched_F_C2C4_vs_MPV_lfc	 	ST-4 SEC2 mutant superantigen	 	chemical reagent	 	 	 	 	 	2.15E-02	FABP5,FASN	 	
matched_F_C2C4_vs_MPV_lfc	 	ST3GAL3	 	enzyme	 	 	 	 	 	2.15E-02	MMP1,PCNA	 	
matched_F_C2C4_vs_MPV_lfc	 	SW016789	 	chemical reagent	 	 	 	 	 	2.15E-02	ATF4,HSPA5	 	
matched_F_C2C4_vs_MPV_lfc	 	TIP60 (complex)	 	complex	 	 	 	 	 	2.15E-02	CDKN1A,PCNA	 	
matched_F_C2C4_vs_MPV_lfc	 	UBE3D	0.000	enzyme	 	 	 	 	 	2.15E-02	FABP4,SLPI	 	
matched_F_C2C4_vs_MPV_lfc	 	USP29	 	peptidase	 	 	 	 	 	2.15E-02	AURKB,PKM	 	
matched_F_C2C4_vs_MPV_lfc	 	Z15	 	chemical reagent	 	 	 	 	 	2.15E-02	NCAPD3,PMEPA1	 	
matched_F_C2C4_vs_MPV_lfc	 	cholesterol sulfate	 	chemical - endogenous mammalian	 	 	 	 	 	2.15E-02	FOSL2,JUND	 	
matched_F_C2C4_vs_MPV_lfc	 	citalopram	 	chemical drug	 	 	 	 	 	2.15E-02	TFAP2A,YAP1	 	
matched_F_C2C4_vs_MPV_lfc	 	luminespib	 	chemical drug	 	 	 	 	 	2.15E-02	HSPA1A,HSPA8	 	
matched_F_C2C4_vs_MPV_lfc	 	manassantin B	 	chemical - endogenous non-mammalian	 	 	 	 	 	2.15E-02	FASN,SREBF1	 	
matched_F_C2C4_vs_MPV_lfc	 	methyl hydrogen fumarate	 	chemical drug	 	 	 	 	 	2.15E-02	AQP3,NQO1	 	
matched_F_C2C4_vs_MPV_lfc	 	miricorilant	 	chemical drug	 	 	 	 	 	2.15E-02	FASN,SREBF1	 	
matched_F_C2C4_vs_MPV_lfc	 	motexafin gadolinium	 	chemical drug	 	 	 	 	 	2.15E-02	MT1E,MT2A	 	
matched_F_C2C4_vs_MPV_lfc	 	nitrate	 	chemical - endogenous mammalian	 	 	 	 	 	2.15E-02	PRDX3,SREBF1	 	
matched_F_C2C4_vs_MPV_lfc	 	phxa 85	 	chemical reagent	 	 	 	 	 	2.15E-02	MMP1,TIMP3	 	
matched_F_C2C4_vs_MPV_lfc	 	stigmasterol	 	chemical - endogenous mammalian	 	 	 	 	 	2.15E-02	CCND1,SREBF1	 	
matched_F_C2C4_vs_MPV_lfc	 	tolbutamide	 	chemical drug	 	 	 	 	 	2.15E-02	AQP3,EGR1	 	
matched_F_C2C4_vs_MPV_lfc	 	NFAT (family)	 	group	 	-1.230	 	-0.120	-0.919	2.17E-02	B4GALT1,CALD1,CCND1,DAAM1,F2RL1,FABP4,SLC7A1	 	
matched_F_C2C4_vs_MPV_lfc	 	TARDBP	-0.012	transcription regulator	 	-0.555	 	-0.065	-0.410	2.18E-02	CHCHD10,CNN2,CTSD,CUL5,DHCR24,FAM83D,LAMB3,PSMB8,SQSTM1,TSPO	 	
matched_F_C2C4_vs_MPV_lfc	 	TSC1	0.000	other	 	0.302	 	0.028	0.209	2.19E-02	ATP6V0C,CCND1,CLIC1,CTSB,CTSD,FASN,GPX2,NPM1,NQO1,PSAP,SREBF1	 	
matched_F_C2C4_vs_MPV_lfc	 	RPL13A	-0.092	other	 	1.414	 	0.029	1.332	2.22E-02	CDKN1A,EEF1A1,GPX2,HNRNPA1,PABPC1,RPL30,S100A8,SERBP1	 	
matched_F_C2C4_vs_MPV_lfc	 	RNF20	-0.068	enzyme	 	1.103	 	-0.064	1.228	2.22E-02	CDKN1A,CLDN11,CTNNAL1,ENO1,FOSL2,GAPDH	 	
matched_F_C2C4_vs_MPV_lfc	 	TPH1	 	enzyme	 	-0.128	 	-0.138	0.207	2.22E-02	BCL2L12,H1-4,HSPA1A,HSPA8,LGMN,RACGAP1	 	
matched_F_C2C4_vs_MPV_lfc	 	GAPDH	-0.323	enzyme	 	-1.114	 	0.048	-1.207	2.24E-02	ENO1,GAPDH,HLA-C,PKM,UBE2L6	 	
matched_F_C2C4_vs_MPV_lfc	 	GSDME	0.000	transporter	 	-0.447	 	-0.036	-0.368	2.24E-02	B2M,IRF3,MGST1,TAPBP,UBE2L6	 	
matched_F_C2C4_vs_MPV_lfc	 	MGA	0.030	transcription regulator	 	0.447	 	0.129	0.159	2.24E-02	ALDH1A3,CCND1,EPAS1,MGST1,NDRG1	 	
matched_F_C2C4_vs_MPV_lfc	 	PTGES	-0.254	enzyme	 	 	 	 	 	2.24E-02	CDKN1A,EGR1,PTGES,RPS19,RPS3A	 	
matched_F_C2C4_vs_MPV_lfc	 	GNAS	0.037	enzyme	 	-0.632	 	-0.044	-0.494	2.25E-02	ALCAM,CD55,CHCHD10,FASN,FOSL2,GFOD1,PLK2,PMEPA1,TRIB1,ZYX	 	
matched_F_C2C4_vs_MPV_lfc	 	triamcinolone acetonide	 	chemical drug	Activated	2.137	 	-0.003	2.148	2.26E-02	AQP3,ARL4C,CASP4,EGR1,IGFBP3,IGFBP4,MT1E,MT2A,NFKBIA,PLK2,TRIB1	 	
matched_F_C2C4_vs_MPV_lfc	 	CX3CL1	 	cytokine	 	-0.816	 	-0.046	-0.704	2.26E-02	ATF4,BAD,CCND1,EFNB1,FABP5,GSN,HSPA5,LAMC1,PCNA	 	
matched_F_C2C4_vs_MPV_lfc	 	rifampin	 	chemical drug	 	 	 	 	 	2.26E-02	AKR1C1,AKR1C2,CFL1,CTNNAL1,LAMA3,NAGK,PLEC,RACGAP1,SERPINB1	 	
matched_F_C2C4_vs_MPV_lfc	 	EHF	0.021	transcription regulator	 	-1.304	 	-0.055	-1.163	2.27E-02	CDK1,KLF5,KLK5,MMP1,PKM,S100A8,SPRR1B	 	
matched_F_C2C4_vs_MPV_lfc	 	ShK-223	 	chemical reagent	 	-0.378	 	-0.073	-0.184	2.27E-02	CLSTN1,DST,IFI30,LGMN,LSR,PAK1,RPL29	 	
matched_F_C2C4_vs_MPV_lfc	 	DDIT3	0.000	transcription regulator	 	-0.758	 	-0.030	-0.684	2.31E-02	ATF4,CAMK2N1,HSPA5,HSPE1,NDRG1,PCNA,PLEC,SIPA1L3	 	
matched_F_C2C4_vs_MPV_lfc	 	BHLHE40	0.000	transcription regulator	 	0.125	 	-0.076	0.422	2.31E-02	AHR,B2M,CTSB,EPHX1,FABP5,FASN,HSPA5,ID1,NDRG1,PCDH7,PSMA2,PTPN2,SH3PXD2A,SREBF1,TES,ZNFX1	 	
matched_F_C2C4_vs_MPV_lfc	 	AGGF1	-0.020	other	 	0.000	 	-0.026	0.052	2.32E-02	CCND1,CDK1,SEMA3C,VSIR	 	
matched_F_C2C4_vs_MPV_lfc	 	ALDH1A3	0.617	enzyme	 	-1.953	 	-0.079	-1.799	2.32E-02	FOSL2,PKM,PPP3CA,TGFBR2	 	
matched_F_C2C4_vs_MPV_lfc	 	DACH1	 	transcription regulator	 	-1.000	 	0.065	-1.130	2.32E-02	CDKN1A,EGR1,ID1,IGFBP3	 	
matched_F_C2C4_vs_MPV_lfc	 	HEXIM1	0.002	transcription regulator	 	 	 	 	 	2.32E-02	CCND1,CDKN1A,HNRNPH1,TMSB4X	 	
matched_F_C2C4_vs_MPV_lfc	 	PLAUR	0.000	transmembrane receptor	 	-0.749	 	-0.060	-0.648	2.32E-02	CCND1,CDK4,CTSB,ITGB1	 	
matched_F_C2C4_vs_MPV_lfc	 	PRKCI	0.074	kinase	 	-0.605	 	-0.004	-0.599	2.32E-02	CCND1,FASN,SQSTM1,SREBF1	 	
matched_F_C2C4_vs_MPV_lfc	 	RGS1	 	enzyme	 	1.000	 	-0.033	1.066	2.32E-02	ATF4,CAD,FASN,ITGB1	 	
matched_F_C2C4_vs_MPV_lfc	 	carbamylcholine	 	chemical drug	 	0.882	 	-0.057	0.995	2.32E-02	APP,CCND1,CDKN1A,EGR1	 	
matched_F_C2C4_vs_MPV_lfc	 	mir-214 (includes others)	 	microrna	 	-1.009	 	0.101	-1.207	2.32E-02	ALCAM,ATF4,COMT,TFAP2A	 	
matched_F_C2C4_vs_MPV_lfc	 	wogonin	 	chemical - endogenous non-mammalian	 	 	 	 	 	2.32E-02	CDK4,CDKN1A,SERPINB5,SQSTM1	 	
matched_F_C2C4_vs_MPV_lfc	 	IL33	 	cytokine	 	-1.921	 	-0.092	-1.583	2.32E-02	ALDH1A3,APP,CCND1,CDK4,EPAS1,FOSL2,FTL,HSPE1,LGALS1,NFKBIA,PDLIM1,POLR2L,RPS14,S100A8,SERPINB2,SLC7A1,SLC7A6,SLC7A8,SRM,TNFAIP2	 	
matched_F_C2C4_vs_MPV_lfc	 	filgrastim	 	biologic drug	Inhibited	-3.205	 	0.033	-3.348	2.32E-02	B2M,BEX3,CCNA1,CD55,CEP57,CST3,CYP1B1,ENO1,FABP5,GAPDH,IFI44,LAMB3,MLXIP,PDLIM1,PGD,SERPINB1,SQSTM1,TNFAIP2,XRN2	 	
matched_F_C2C4_vs_MPV_lfc	 	MYB	 	transcription regulator	 	-0.579	 	-0.060	-0.423	2.33E-02	B2M,CCNA1,CCND1,CDK1,COL4A1,HSPA5,HSPA8,IGFBP3,MMP1,PCNA,PPP3CA	 	
matched_F_C2C4_vs_MPV_lfc	 	TRAF2	0.000	enzyme	 	-0.537	 	-0.005	-0.525	2.34E-02	AURKB,CDK1,ITGB1,NDRG1,PRNP,SQSTM1	 	
matched_F_C2C4_vs_MPV_lfc	 	6-shogaol	 	chemical - endogenous non-mammalian	 	 	 	 	 	2.36E-02	ATF4,CLDN1,HSPA5	 	
matched_F_C2C4_vs_MPV_lfc	 	ADCY (family)	 	group	 	 	 	 	 	2.36E-02	CCNA1,CDKN1A,CYP1B1	 	
matched_F_C2C4_vs_MPV_lfc	 	ANGPTL4	0.000	other	 	 	 	 	 	2.36E-02	FASN,MMP1,SREBF1	 	
matched_F_C2C4_vs_MPV_lfc	 	COL11A1	 	other	 	 	 	 	 	2.36E-02	COX17,NDUFB1,PKM	 	
matched_F_C2C4_vs_MPV_lfc	 	CRTC1	 	transcription regulator	 	 	 	 	 	2.36E-02	MMP1,MT2A,NQO1	 	
matched_F_C2C4_vs_MPV_lfc	 	ERFE	 	other	 	 	 	 	 	2.36E-02	FABP4,ID1,TFAM	 	
matched_F_C2C4_vs_MPV_lfc	 	FDI6	 	chemical reagent	 	 	 	 	 	2.36E-02	CCND1,CDC25B,CDK1	 	
matched_F_C2C4_vs_MPV_lfc	 	HNF1A-AS1	 	other	 	 	 	 	 	2.36E-02	CCND1,ENO1,H2BC12	 	
matched_F_C2C4_vs_MPV_lfc	 	LCAT	 	enzyme	 	 	 	 	 	2.36E-02	APP,CCND1,HSPA5	 	
matched_F_C2C4_vs_MPV_lfc	 	LPAR1	0.091	g-protein coupled receptor	 	 	 	 	 	2.36E-02	F3,ITGB1,KLF5	 	
matched_F_C2C4_vs_MPV_lfc	 	MPZ	 	other	 	 	 	 	 	2.36E-02	ATF4,CDK2AP1,HSPA5	 	
matched_F_C2C4_vs_MPV_lfc	 	PABPC1	-0.218	translation regulator	 	 	 	 	 	2.36E-02	COL12A1,PAK1,TGFBR2	 	
matched_F_C2C4_vs_MPV_lfc	 	SLC2A3	0.000	transporter	 	 	 	 	 	2.36E-02	G6PD,GAPDH,PKM	 	
matched_F_C2C4_vs_MPV_lfc	 	acetyl-L-carnitine	 	chemical - endogenous mammalian	 	 	 	 	 	2.36E-02	CDKN1A,NDUFB8,TFAM	 	
matched_F_C2C4_vs_MPV_lfc	 	edaravone	 	chemical drug	 	 	 	 	 	2.36E-02	FASN,HSPA5,PRDX3	 	
matched_F_C2C4_vs_MPV_lfc	 	fatostatin	 	chemical reagent	 	 	 	 	 	2.36E-02	FASN,PGD,SREBF1	 	
matched_F_C2C4_vs_MPV_lfc	 	oleoyl-estrone	 	chemical drug	 	 	 	 	 	2.36E-02	FABP4,FASN,G6PD	 	
matched_F_C2C4_vs_MPV_lfc	 	CUX1	-0.177	transcription regulator	 	 	 	 	 	2.37E-02	CAD,CDKN1A,LIMA1,NDUFA1,PNN,PTK2,RACGAP1	 	
matched_F_C2C4_vs_MPV_lfc	 	NCOR2	-0.095	transcription regulator	 	-0.447	 	0.042	-0.542	2.37E-02	AQP3,CCND1,CDKN1A,CTSB,ECHS1,FASN,LIMA1	 	
matched_F_C2C4_vs_MPV_lfc	 	hemin	 	chemical - endogenous mammalian	 	-1.831	 	-0.024	-1.773	2.37E-02	AKR1C2,CCND1,CDKN1A,FTH1,FTL,NQO1,TFAP2A	 	
matched_F_C2C4_vs_MPV_lfc	 	FOXS1	 	transcription regulator	 	-0.063	 	-0.020	-0.020	2.38E-02	CHCHD10,CLDN1,FABP4,PIM3,TPM1	 	
matched_F_C2C4_vs_MPV_lfc	 	IL1R (family)	 	group	 	-1.069	 	-0.124	-0.795	2.38E-02	APP,IGFBP3,IGFBP4,MMP1,SERPINB2	 	
matched_F_C2C4_vs_MPV_lfc	 	JMJD6	-0.027	enzyme	 	-0.447	 	-0.035	-0.369	2.38E-02	AURKB,CCND1,ITM2B,MCM2,RFC5	 	
matched_F_C2C4_vs_MPV_lfc	 	BCL3	0.000	transcription regulator	Inhibited	-2.395	 	-0.004	-2.386	2.46E-02	CCND1,EGR1,ID1,NFKBIA,PCNA,S100A8	 	
matched_F_C2C4_vs_MPV_lfc	 	PTHLH	-0.040	other	 	-1.131	 	-0.071	-0.990	2.46E-02	CCND1,CDC25B,CDK1,CDKN1A,FOSL2,HSPA1A	 	
matched_F_C2C4_vs_MPV_lfc	 	EIF2AK2	-0.066	kinase	 	-0.463	 	-0.112	-0.216	2.48E-02	ATF4,CALD1,CCND1,CDKN1A,EGR1,NFKBIA,UBE2L6	 	
matched_F_C2C4_vs_MPV_lfc	 	miR-3648 (miRNAs w/seed GCCGCGG)	 	mature microrna	 	1.890	 	0.138	1.526	2.48E-02	CCND1,FBRSL1,JUND,MLXIP,NDRG1,RRP1B,SMARCD2	 	
matched_F_C2C4_vs_MPV_lfc	 	CBX3	0.167	transcription regulator	 	 	 	 	 	2.50E-02	CDK1,CDKN1A,GPX2,SNX10	 	
matched_F_C2C4_vs_MPV_lfc	 	CDON	 	other	Activated	2.000	 	0.022	1.955	2.50E-02	CDK1,CLDN1,IRF3,TIMP3	 	
matched_F_C2C4_vs_MPV_lfc	 	EFNA4	0.000	kinase	 	0.000	 	0.035	-0.070	2.50E-02	FABP5,KRT13,KRT4,SLC20A1	 	
matched_F_C2C4_vs_MPV_lfc	 	ELF3	0.000	transcription regulator	 	-1.028	 	-0.096	-0.838	2.50E-02	CLDN7,KRT4,TGFBR2,TIMP3	 	
matched_F_C2C4_vs_MPV_lfc	 	GLIS1	 	transcription regulator	 	-1.897	 	-0.106	-1.697	2.50E-02	COL4A1,CYP1B1,SPRR1B,TIMP3	 	
matched_F_C2C4_vs_MPV_lfc	 	LAMININ (complex)	 	complex	 	 	 	 	 	2.50E-02	APP,CCND1,ITGB1,MMP1	 	
matched_F_C2C4_vs_MPV_lfc	 	SAHM1	 	chemical reagent	Activated	2.000	 	0.138	1.725	2.50E-02	ABLIM1,ID1,LY6E,ZFP36L2	 	
matched_F_C2C4_vs_MPV_lfc	 	SMARCD1	-0.012	transcription regulator	 	 	 	 	 	2.50E-02	ALDH1A3,CDKN1A,LAMB3,MMP1	 	
matched_F_C2C4_vs_MPV_lfc	 	formaldehyde	 	chemical - endogenous mammalian	 	0.000	 	-0.093	0.186	2.50E-02	EGR1,FOSL2,JUND,NDRG1	 	
matched_F_C2C4_vs_MPV_lfc	 	pituitary adenylate cyclase-activating polypeptide	 	biologic drug	 	 	 	 	 	2.50E-02	CCND1,EGR1,PLK2,PVR	 	
matched_F_C2C4_vs_MPV_lfc	 	CREM	0.000	transcription regulator	 	0.570	 	-0.022	0.628	2.52E-02	CCNA1,CCND1,EGR1,IRAK1,KLF5,MEST,PDXK,SERTAD1,TPM1	 	
matched_F_C2C4_vs_MPV_lfc	 	IL9	 	cytokine	 	-0.555	 	-0.027	-0.496	2.53E-02	CAPN2,CFL1,CTTN,DSTN,SPTAN1	 	
matched_F_C2C4_vs_MPV_lfc	 	verapamil	 	chemical drug	 	0.555	 	0.046	0.453	2.53E-02	ENO1,FDX1,HLA-C,S100A6,SRXN1	 	
matched_F_C2C4_vs_MPV_lfc	 	TFAP2C	0.102	transcription regulator	Activated	2.385	 	-0.004	2.394	2.58E-02	ALCAM,CDKN1A,FST,H1-2,MT2A,YAP1	 	
matched_F_C2C4_vs_MPV_lfc	 	epinephrine	 	chemical - endogenous mammalian	 	 	 	 	 	2.58E-02	AQP3,CCND1,CDK1,CDKN1A,FTH1,PCNA	 	
matched_F_C2C4_vs_MPV_lfc	 	INHA	 	growth factor	 	0.341	 	0.004	0.331	2.59E-02	CDK4,CYP1B1,EPHX1,FST,IGFBP4,INHBB,PCDH7	 	
matched_F_C2C4_vs_MPV_lfc	 	(3E)-1-[(1S)-1-(4-fluorophenyl)ethyl]-3-[[3-methoxy-4-(4-methylimidazol-1-yl)phenyl]methylidene]piperidin-2-one	 	chemical reagent	 	 	 	 	 	2.60E-02	APP	 	
matched_F_C2C4_vs_MPV_lfc	 	(5Z,13E)-11alpha-hydroxy-9,15-dioxoprost-13-enoic acid	 	chemical - endogenous mammalian	 	 	 	 	 	2.60E-02	FABP4	 	
matched_F_C2C4_vs_MPV_lfc	 	(E)-2-(2-quinolin-2-yl-vinyl)-benzene-1,4-diol	 	chemical reagent	 	 	 	 	 	2.60E-02	CAPN2	 	
matched_F_C2C4_vs_MPV_lfc	 	(NPAS4:ARNTL,NPAS4:ARNT,NPAS4:ARNT2):PLK2 gene	 	complex	 	 	 	 	 	2.60E-02	PLK2	 	
matched_F_C2C4_vs_MPV_lfc	 	(RUNX2:CBFB,RUNX2:CBFB,RUNX2:HDAC6):CDKN1A gene	 	complex	 	 	 	 	 	2.60E-02	CDKN1A	 	
matched_F_C2C4_vs_MPV_lfc	 	(TP53,TP63):PERP Gene	 	complex	 	 	 	 	 	2.60E-02	PERP	 	
matched_F_C2C4_vs_MPV_lfc	 	2-((4-(2-hydroxypropan2-yl)phenyl)amino)-1H-benzo[d]imidazole-6-carbonitrile	 	chemical drug	 	 	 	 	 	2.60E-02	APP	 	
matched_F_C2C4_vs_MPV_lfc	 	2-(N-myristoylamino)-1-phenyl-1-propanol	 	chemical reagent	 	 	 	 	 	2.60E-02	MMP1	 	
matched_F_C2C4_vs_MPV_lfc	 	2-chloroadipic acid	 	chemical - endogenous mammalian	 	 	 	 	 	2.60E-02	CCND1	 	
matched_F_C2C4_vs_MPV_lfc	 	3-tert-butyl-4-hydroxyanisole	 	chemical reagent	 	 	 	 	 	2.60E-02	EPHX1	 	
matched_F_C2C4_vs_MPV_lfc	 	4-amylcinnamoylanthranilic acid	 	chemical reagent	 	 	 	 	 	2.60E-02	SQSTM1	 	
matched_F_C2C4_vs_MPV_lfc	 	4-hydroxybutanoic acid	 	chemical drug	 	 	 	 	 	2.60E-02	APP	 	
matched_F_C2C4_vs_MPV_lfc	 	7-bromoindirubin-3'-oxime	 	chemical - kinase inhibitor	 	 	 	 	 	2.60E-02	CDKN1A	 	
matched_F_C2C4_vs_MPV_lfc	 	ABCA2	 	transporter	 	 	 	 	 	2.60E-02	APP	 	
matched_F_C2C4_vs_MPV_lfc	 	ACVR2B	 	kinase	 	 	 	 	 	2.60E-02	CDKN1A	 	
matched_F_C2C4_vs_MPV_lfc	 	ADAM23	 	peptidase	 	 	 	 	 	2.60E-02	APP	 	
matched_F_C2C4_vs_MPV_lfc	 	ADCY2	 	enzyme	 	 	 	 	 	2.60E-02	CCND1	 	
matched_F_C2C4_vs_MPV_lfc	 	ADRA2 (family)	 	group	 	 	 	 	 	2.60E-02	EGR1	 	
matched_F_C2C4_vs_MPV_lfc	 	AFAP1	0.000	other	 	 	 	 	 	2.60E-02	ITGB1	 	
matched_F_C2C4_vs_MPV_lfc	 	AP4B1	0.000	other	 	 	 	 	 	2.60E-02	ATG9A	 	
matched_F_C2C4_vs_MPV_lfc	 	AP4E1	0.000	other	 	 	 	 	 	2.60E-02	APP	 	
matched_F_C2C4_vs_MPV_lfc	 	APBA2	0.000	other	 	 	 	 	 	2.60E-02	APP	 	
matched_F_C2C4_vs_MPV_lfc	 	ARCN1	0.273	other	 	 	 	 	 	2.60E-02	APP	 	
matched_F_C2C4_vs_MPV_lfc	 	ARF3	0.064	enzyme	 	 	 	 	 	2.60E-02	APP	 	
matched_F_C2C4_vs_MPV_lfc	 	ARL4C	0.321	enzyme	 	 	 	 	 	2.60E-02	ARL4C	 	
matched_F_C2C4_vs_MPV_lfc	 	ARL4C mRNA:miR-26 RISC	 	complex	 	 	 	 	 	2.60E-02	ARL4C	 	
matched_F_C2C4_vs_MPV_lfc	 	ARMC10	0.005	other	 	 	 	 	 	2.60E-02	CDKN1A	 	
matched_F_C2C4_vs_MPV_lfc	 	ASB13	0.000	other	 	 	 	 	 	2.60E-02	YAP1	 	
matched_F_C2C4_vs_MPV_lfc	 	ASB7	0.000	other	 	 	 	 	 	2.60E-02	PSRC1	 	
matched_F_C2C4_vs_MPV_lfc	 	ASB9	 	transcription regulator	 	 	 	 	 	2.60E-02	CKB	 	
matched_F_C2C4_vs_MPV_lfc	 	Activated PPARG:RXRA:FABP4 gene:H3K4me1-Nucleosomes:MLL4,(MLL3)-ASCOM	 	complex	 	 	 	 	 	2.60E-02	FABP4	 	
matched_F_C2C4_vs_MPV_lfc	 	Activated PPARG:RXRA:PNPLA2 gene:H3K4me1-Nucleosomes:MLL4,(MLL3)-ASCOM	 	complex	 	 	 	 	 	2.60E-02	PNPLA2	 	
matched_F_C2C4_vs_MPV_lfc	 	BACE2	0.047	peptidase	 	 	 	 	 	2.60E-02	APP	 	
matched_F_C2C4_vs_MPV_lfc	 	BAY1082439	 	chemical drug	 	 	 	 	 	2.60E-02	B2M	 	
matched_F_C2C4_vs_MPV_lfc	 	BLU 9931	 	chemical drug	 	 	 	 	 	2.60E-02	CCND1	 	
matched_F_C2C4_vs_MPV_lfc	 	BMS-299897	 	chemical reagent	 	 	 	 	 	2.60E-02	APP	 	
matched_F_C2C4_vs_MPV_lfc	 	BMS200261	 	chemical reagent	 	 	 	 	 	2.60E-02	CD55	 	
matched_F_C2C4_vs_MPV_lfc	 	BTA-EG4	 	chemical reagent	 	 	 	 	 	2.60E-02	APP	 	
matched_F_C2C4_vs_MPV_lfc	 	BW-755C	 	chemical drug	 	 	 	 	 	2.60E-02	JUND	 	
matched_F_C2C4_vs_MPV_lfc	 	C.I. direct blue 1	 	chemical reagent	 	 	 	 	 	2.60E-02	PRNP	 	
matched_F_C2C4_vs_MPV_lfc	 	CABLES1	0.000	other	 	 	 	 	 	2.60E-02	CDKN1A	 	
matched_F_C2C4_vs_MPV_lfc	 	CALCOCO1	 	transcription regulator	 	 	 	 	 	2.60E-02	CCND1	 	
matched_F_C2C4_vs_MPV_lfc	 	CALHM1	 	ion channel	 	 	 	 	 	2.60E-02	APP	 	
matched_F_C2C4_vs_MPV_lfc	 	CARD10	-0.032	other	 	 	 	 	 	2.60E-02	STMN1	 	
matched_F_C2C4_vs_MPV_lfc	 	CASS4	 	other	 	 	 	 	 	2.60E-02	PTK2	 	
matched_F_C2C4_vs_MPV_lfc	 	CCDC62	 	transcription regulator	 	 	 	 	 	2.60E-02	CCND1	 	
