© 2000-2026 QIAGEN. All rights reserved.

Analysis Details for My Projects->KKH_SCpops_tagseq->MDA-MB-231_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:58 AM->matched_F_C1C4_vs_MPV_lfc
Workspace	My Projects
Project	KKH_SCpops_tagseq
Analysis	matched_F_C1C4_vs_MPV_lfc
Date	Mon Aug 10 09:59:06 PDT 2026
Analysis ID	43603594

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.1
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
(confidence = Experimentally Observed) AND
(data sources = An Open Access Database of Genome-wide Association Results OR BIND OR BioGRID OR Catalogue Of Somatic Mutations In Cancer (COSMIC) OR Chemical Carcinogenesis Research Information System (CCRIS) OR Clinical Genome Resource (ClinGen) OR ClinicalTrials.gov OR ClinVar OR Cognia OR DIP OR DrugBank OR Gene Ontology (GO) OR GVK Biosciences OR Hazardous Substances Data Bank (HSDB) OR HumanCyc OR Ingenuity Expert Findings OR Ingenuity ExpertAssist Findings OR IntAct OR Interactome studies OR MIPS OR miRBase OR miRecords OR Mouse Genome Database (MGD) OR Obesity Gene Map Database OR Online Mendelian Inheritance in Man (OMIM) OR Reactome OR TarBase OR TargetScan Human OR TargetScan Mouse)

Canonical Pathways for My Projects->KKH_SCpops_tagseq->MDA-MB-231_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:58 AM->matched_F_C1C4_vs_MPV_lfc
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
matched_F_C1C4_vs_MPV_lfc	 	GNAQ	-0.032	enzyme	 	-0.324	 	0.011	-0.354	5.16E-06	ANKRD1,ANXA3,AREG,ATP2A2,BMP4,CAV1,CCN2,EMP1,F2RL1,FST,GNA11,MGST1,MYC,NEU1,PLAUR,PLXNA1,SLCO4A1,VEGFA	AP1 (complex),AR,EGR1,ERK (family),ERK1/2 (family),ESR1,ESR2,GNAQ,JUN,MYC,NFAT (family),NFKB1,NFKBIA,NFkB,RELA,SMAD1,SMAD3,SP1,STAT3,TP53,estrogen receptor	
matched_F_C1C4_vs_MPV_lfc	 	quercetin	 	chemical drug	 	0.167	 	0.000	0.167	5.22E-06	ANXA1,ATF4,BAD,BIRC3,CAV1,CCN2,ECH1,GCLC,GDF15,ICAM1,IL32,IRS2,ISG15,KRT8,LDLR,LMO7,MYC,ODC1,PINK1,PLAUR,SP1,TP53,TST,VEGFA	CEBPB,ERK (family),JUN,MYC,NFE2L2,NFKB1,NFKBIA,NFkB,RELA,SMAD3,SP1,STAT1,STAT3,TNF,TP53,TP63,doxorubicin,estrogen receptor,quercetin	
matched_F_C1C4_vs_MPV_lfc	 	EIF2AK2	-0.094	kinase	 	1.895	 	0.023	1.818	5.61E-06	ATF4,IFI27,IFI35,IFIT1,IFIT2,IRS2,ISG15,ISG20,MYC,RIGI,SOD2,TP53,ZC3HAV1	CHUK,EIF2AK2,IFN TYPE 1 (family),IFNB1,INTERFERON ALPHA (family),IRF1,IRF3,IRF7,IRF8,IRF9,ISGF3 (complex),NFKB1,NFKBIA,NFkB,NFkB (family),RELA,SPI1,STAT1,STAT2,STAT3,TP53	
matched_F_C1C4_vs_MPV_lfc	 	PRNP	0.055	other	 	0.927	 	0.003	0.916	5.61E-06	AHR,ATF4,BAD,CTSD,FST,HBEGF,HRAS,HSPA1A,HSPA9,LAMP2,MYC,PLAUR,TP53	26S proteasome,APP,BRCA1,CEBPA,CEBPB,E2F1,HIF1A,IGF1,JUN,MYC,NFKB1,NFKBIA,NFkB,NOTCH1,PGR,PRNP,REL,RELA,SIRT1,SMAD3,SP1,STAT1,STAT3,TP53,TP63	
matched_F_C1C4_vs_MPV_lfc	 	maslinic acid	 	chemical - endogenous non-mammalian	 	1.067	 	-0.012	1.091	5.61E-06	ARPC4,BAD,CDK6,CFL1,FLOT2,GPRC5A,NCL,NFKBIE,PLAUR,PNPLA2,PXN,THBS1,TP53	AP1 (complex),BCL2,FOS,GLI1,NFkB,RELA,SP1,STAT1,STAT3,TNF,TP53,maslinic acid	
matched_F_C1C4_vs_MPV_lfc	 	SGPL1	-0.073	enzyme	 	1.521	 	-0.011	1.556	5.72E-06	ABCG2,AKR1C3,ASAH1,CERS6,CTSD,IFIT1,ISG15,ITPR3,PLAAT4,PPP1R9B,RIGI,WT1	IRF3,IRF7,JUN,NFE2L2,NFkB,RELA,SGPL1,SP1,STAT1,TP53,YAP1,doxorubicin	
matched_F_C1C4_vs_MPV_lfc	 	PAK2	0.187	kinase	 	1.414	 	-0.004	1.424	5.90E-06	BMP4,CKB,HBEGF,HMGA1,ID1,ID3,PLAUR,S100A6	AP1 (complex),CEBPB,EGR1,ERK1/2 (family),JUN,MLXIPL,MYC,NFkB,PAK2,RAF1,RELA,SMAD1,SMAD3,STAT3,TP53	
matched_F_C1C4_vs_MPV_lfc	 	fenretinide	 	chemical drug	 	0.317	 	0.004	0.303	5.96E-06	AIMP1,ANKRD1,ATF4,BAK1,IGFBP7,MYC,NCF2,PMAIP1,SP1,TRAF1,VEGFA	AKT1,AR,CEBPB,FOS,FOXO3,HIF1A,JUN,NFKB1,NFKBIA,NFkB,PRKCD,RELA,STAT3,STAT5A,TP53,fenretinide	
matched_F_C1C4_vs_MPV_lfc	 	hydroxypropyl-beta-cyclodextrin	 	chemical drug	 	-1.929	 	-0.009	-1.900	6.21E-06	ABHD12,CD68,CSF1,CSNK1A1,CTSD,LAMA5,LAMTOR2,LARS1,LDLR,LIPA,NPC2,SCAMP5,TTC1	NFAT5,NFE2L2,SP1,SREBF1,SREBF2,cholesterol,hydroxypropyl-beta-cyclodextrin,sterol	
matched_F_C1C4_vs_MPV_lfc	 	YEATS4	0.141	transcription regulator	 	-1.998	 	0.006	-2.010	6.43E-06	GCLC,NQO1,SLC7A11,TP53	26S proteasome,NFE2L2,NFKB1,NFkB,RELA,SMAD3,YEATS4	
matched_F_C1C4_vs_MPV_lfc	 	AHR	0.250	ligand-dependent nuclear receptor	 	0.051	 	0.008	0.006	6.49E-06	ABCG2,AREG,B4GALT5,CAMK2N2,CBR1,CD74,CERS6,CTSD,EFEMP1,F2RL1,GDF15,HLA-DMA,HNRNPH1,IGFBP1,LAMA5,LAMP2,LIPA,MT2A,MYC,NFATC2,NMT2,NQO1,PDGFC,PLA2G12A,PLA2G15,SCD,SDSL,SLC7A11,SOD2,SP1,TGFBI,THBS1,TIMP3,TP53,TXN,UNC13D,VEGFA	AHR,AP1 (complex),ARNT,E2F1,EGR1,ERK (family),ESR1,ESR2,FOXO1,HIF1A,IL1B,JUN,NFkB,PI3K (complex),RELA,SMAD3,SP1,STAT1,STAT3,TP53,estrogen receptor	
matched_F_C1C4_vs_MPV_lfc	 	IL27	 	cytokine	Activated	3.324	 	0.020	3.239	6.52E-06	AHR,APOL1,CD74,HLA-DMA,HLA-E,ICAM1,IFI27,IFI35,IFIT1,IFIT2,IFIT3,IL32,ISG15,ISG20,MYC,OAS2,OASL,PLAAT4,PSMB9,PSME1	HIF1A,IFNG,IFNL1,IL27,IL4,IRF1,RELA,SMARCA4,SPI1,STAT1,STAT2,STAT3,STAT4,STAT6,TP53,TP63	
matched_F_C1C4_vs_MPV_lfc	 	CEBPB	0.034	transcription regulator	 	-0.630	 	0.020	-0.749	6.55E-06	ASF1B,AURKB,CBX5,CCRL2,CD74,CDC20,CENPE,FSTL1,GDF15,HMGA1,HNRNPA3,HNRNPD,HSPE1,ICAM1,ID1,IFIT2,IGFBP1,IRS2,LDLR,MYC,NFATC2,NRP1,ODC1,PLAUR,PMAIP1,RAN,RFC1,SERPINA1,SOD2,TCF19,THBS1,TNC,TP53,TUBG1,UBE2S,UNG,UPP1,WT1	AP1 (complex),CEBPB,E2F1,FOS,FOXM1,HIF1A,IL6,JUN,MLXIPL,MYC,NFKBIA,NFkB,RB1,RNA polymerase II,SIRT1,SMAD3,SP1,STAT3,TP53,TP63	
matched_F_C1C4_vs_MPV_lfc	 	FOXO1	-0.471	transcription regulator	 	0.921	 	0.013	0.865	6.56E-06	ANXA3,ATF4,BIRC3,CAV1,CCN2,EFHD1,EIF4EBP1,FBXO21,FOXO1,FST,GPX1,GRN,HSP90AB1,ICAM1,IGFBP1,IGFBP7,IRS2,LAMP2,MYC,PMAIP1,PNPLA2,PSMB6,PTDSS2,SOD2,THBS1,TP53,TRAF1,TRAF2,TSPO,UBASH3B	AR,CDKN1A,EGR1,FOXO1,FOXO3,HIF1A,INSULIN (family),JUN,LEP,MYC,NFkB,NPM1,PPARD,PPARG,PPARGC1A,RELA,RNA polymerase II,SMAD3,SMAD7,SP1,SREBF1,STAT3,estrogen receptor	
matched_F_C1C4_vs_MPV_lfc	 	BHLHE40	0.081	transcription regulator	Activated	2.255	 	0.016	2.177	6.58E-06	AHR,ANXA1,ATP2A2,CAPG,CAV1,CCRL2,CD74,CD82,CSK,CTSS,ECM1,ENO2,HBEGF,HEXA,HOMER1,ID1,IFIH1,KRT8,LDLR,PLIN2,PSME1,SDC4,SOD2,UPP1,ZNFX1	BHLHE40,CEBPB,CREBBP,HIF1A,IFNG,IL1B,IL2,IL6,IRF1,JUN,NFKB1,NFKBIA,NFkB,RELA,RNA polymerase II,STAT1,STAT3,STAT5A,TNF,TP53	
matched_F_C1C4_vs_MPV_lfc	 	RBM5	-0.023	other	 	0.287	 	-0.009	0.313	6.79E-06	ANXA1,ATP5MC3,BIRC3,ICAM1,IL32,ISG15,RAB1A,THBS1,TRAF1	 	
matched_F_C1C4_vs_MPV_lfc	 	RPSA	-0.024	translation regulator	Inhibited	-2.891	 	0.011	-2.929	6.86E-06	IFI35,IFIT1,IFIT2,IFIT3,ISG15,ISG20,OASL,ODC1,PLAUR,PSMB9,RIGI,TAPBP,TRAF1	EGR1,ERK1/2 (family),HIF1A,IL1B,IRF1,IRF3,NFKB1,NFKBIA,NFkB,PML,RB1,RELA,RPSA,SMAD1,SMAD3,STAT1,STAT3,TERT,TP53,lipopolysaccharide	
matched_F_C1C4_vs_MPV_lfc	 	IRGM	 	enzyme	Inhibited	-3.439	 	-0.027	-3.346	7.14E-06	BAK1,IFI35,IFI44,IFIH1,IFIT1,IFIT2,IFIT3,ISG15,ISG20,OAS2,OASL,RIGI	IRGM,NFKBIA,NFkB,NFkB (family),RELA,RIPK2,STAT4	
matched_F_C1C4_vs_MPV_lfc	 	TRO 40303	 	chemical drug	 	 	 	 	 	7.21E-06	HSP90AB1,HSPA9,PINK1,PPIA,PRDX1,PRDX2,TSPO,VDAC1	 	
matched_F_C1C4_vs_MPV_lfc	 	MRTFB	0.000	transcription regulator	 	-1.333	 	0.016	-1.392	7.28E-06	ANKRD1,CCN2,DHCR24,F11R,FADS2,FILIP1L,ID1,LIMCH1,LMNA,MYL9,RAMP1,RGMB,SH3D19,SLC20A1,THBS1,TPM4,TRAPPC1,TST	CTNNB1,MRTFB,SMAD3,STAT1,STAT3,TEAD (family),TEAD1,WWTR1,YAP1	
matched_F_C1C4_vs_MPV_lfc	 	NOTCH3	 	transcription regulator	 	0.592	 	0.007	0.565	7.73E-06	CALM2,COX6C,COXFA4,HSPA1A,ICAM1,ID1,MYLK,NDUFA11,RBPJ,RPL34,S100A11,S100A6,THBS1,TIMP3,TP53,VEGFA	COL18A1,CTNNB1,ERK (family),ETS1,HIF1A,JUN,MYC,NANOG,NFKB1,NFKBIA,NFkB,NOTCH1,NOTCH3,RELA,SMAD3,SP1,STAT3,TCF (family),YAP1,estrogen receptor	
matched_F_C1C4_vs_MPV_lfc	 	ATOH8	 	transcription regulator	 	0.492	 	0.028	0.430	7.84E-06	CCN2,FOXO1,FZD4,IGFBP1,TIMP3	 	
matched_F_C1C4_vs_MPV_lfc	 	MIR99AHG	 	other	 	1.446	 	-0.023	1.498	7.84E-06	CDC20,MAD2L1,MYC,PSMA7,RAN	CEBPB,JUN,MIR99AHG,MLXIPL,MYC,STAT3,TP53	
matched_F_C1C4_vs_MPV_lfc	 	S100P	 	other	 	 	 	 	 	7.84E-06	CFL1,COTL1,CTSD,KRT8,S100A6	 	
matched_F_C1C4_vs_MPV_lfc	 	PKD1	0.193	ion channel	 	1.649	 	-0.006	1.676	7.98E-06	ABCG2,ATP2A2,BCAT1,BTF3,CCN2,CD82,CERS6,CSRP2,CTSD,EIF4EBP1,FOXO1,HBEGF,HMGA1,LDLR,MYC,MYLK,PINK1,RPL37,SDHB,SETD7,SLC7A11,SOD2,TRAF2	AKT (family),AP1 (complex),AR,CEBPB,E2F1,EGFR,EGR1,EP300,ERK1/2 (family),FOXO1,JUN,MYC,NFKB1,PKD1,PPARG,PPARGC1A,RELA,SIRT1,SMAD1,SMAD3,SP1,TP53,WT1,cyclic AMP,estrogen receptor	
matched_F_C1C4_vs_MPV_lfc	 	PHF6	0.067	transcription regulator	 	0.333	 	0.015	0.288	8.00E-06	COXFA4,HINT1,HLA-DMA,PPIA,RACK1,RAMP1,RAN,SDSL,VEGFA	 	
matched_F_C1C4_vs_MPV_lfc	 	bromodeoxyuridine	 	chemical drug	Activated	2.333	 	0.027	2.252	8.00E-06	CSF1,IFI27,IFI44,IFIH1,IFIT1,IFIT2,IFIT3,ISG15,TGFBI	CEBPB,HIF1A,IRF1,MYC,NFKBIA,RELA,SMAD3,SMARCA4,SPI1,STAT1,STAT2,STAT3,TP53,TP63,bromodeoxyuridine	
matched_F_C1C4_vs_MPV_lfc	 	staurosporine	 	chemical drug	 	-0.898	 	-0.006	-0.877	8.11E-06	BAD,ICAM1,IFIT2,IGFBP1,ISG15,MICA,MYC,NQO1,ODC1,PINK1,PRDX1,SRGN,TP53,VEGFA	AP1 (complex),FOS,HIF1A,IL1B,IRF1,JUN,MMP9,NFE2L2,NFKB1,NFKBIA,NFkB,NOTCH1,RELA,SP1,SPI1,STAT1,STAT2,STAT3,TP53,nitric oxide,staurosporine	
matched_F_C1C4_vs_MPV_lfc	 	gemcitabine	 	chemical drug	 	1.344	 	0.011	1.303	8.20E-06	ANXA1,AREG,ATF4,CDK6,CSF1,IL32,IQGAP3,LAMTOR2,LARP1,MICA,MYC,PMAIP1,SLC7A11,SRSF1,TP53,VEGFA,WT1	AKT (family),AR,EGR1,FGF2,HIF1A,JUN,NFKB1,NFKBIA,NFkB,RELA,SIRT1,SMAD3,SP1,STAT3,TP53,YY1,gemcitabine	
matched_F_C1C4_vs_MPV_lfc	 	INSIG1	0.155	other	Inhibited	-2.885	 	-0.021	-2.812	8.35E-06	ACSS2,ATF4,CD68,DHCR24,FADS1,FADS2,IRS2,LDLR,LIPA,PCYT2,PLIN2,SCAP,SCD	ESR1,FOXO3,HNF4A,INSIG1,NFAT5,NFE2L2,PPARG,PPARGC1A,SCAP,SP1,SREBF1,SREBF2,TP53,YAP1,cholesterol	
matched_F_C1C4_vs_MPV_lfc	 	STX18	-0.048	other	 	0.277	 	0.028	0.176	8.35E-06	AREG,ARHGAP29,CCN2,CDC20,CEP250,IL32,MT2A,PALLD,TGFBI,TMED2,TNC,TP53,TPX2	 	
matched_F_C1C4_vs_MPV_lfc	 	sodium bisulfide	 	chemical reagent	 	-1.056	 	-0.001	-1.053	8.38E-06	BAD,GCLC,HBEGF,HSP90AB1,ICAM1,NQO1,PMAIP1,SOD2,TP53,TXNRD1	AP1 (complex),ERK (family),FOXO1,FOXO3,HIF1A,JUN,NFkB,PI3K (complex),RELA,SMAD3,SOD,SP1,STAT1,STAT3,TNF,TP53,estrogen receptor,reactive oxygen species,sodium bisulfide	
matched_F_C1C4_vs_MPV_lfc	 	RXRA	-0.081	ligand-dependent nuclear receptor	 	0.139	 	-0.001	0.145	8.41E-06	ABCG2,ACSL1,ARL4C,ATF4,CDK6,CLMN,CLOCK,CTSH,CTSS,ECM1,ETF1,FADS2,FSTL1,GCLC,GPX1,HBEGF,IGFBP1,IGFBP6,IL32,RIN1,S100A6,SLC12A9,SLC27A5,SNRPD3,TFAP2A,TPP1,TXN,VEGFA	AP1 (complex),EP300,ETS1,FOS,FOXO1,HNF4A,JUN,NCOA3,NFE2L2,NFkB,NR3C1,PPARA,PPARG,PPARGC1A,RARA,RARB,RXRA,SMAD3,SP1,SREBF1,STAT1	
matched_F_C1C4_vs_MPV_lfc	 	MED30	-0.109	transcription regulator	 	 	 	 	 	8.42E-06	ESRRA,NDUFS2,NDUFV1,SDHA,SDHB,SOD2	 	
matched_F_C1C4_vs_MPV_lfc	 	ginsenoside Rg2	 	chemical - endogenous non-mammalian	 	1.761	 	0.003	1.754	8.42E-06	BAK1,CDK6,FOXO1,GPX1,IDH2,TP53	 	
matched_F_C1C4_vs_MPV_lfc	 	SAMMSON	 	other	 	1.238	 	-0.028	1.317	8.76E-06	COXFA4,MRPS18C,MRPS27,MRPS9,NDUFA11,NDUFB4,NDUFS4,TP53	 	
matched_F_C1C4_vs_MPV_lfc	 	TFAP2A	-0.283	transcription regulator	 	-0.693	 	0.003	-0.705	8.80E-06	ANXA1,BIRC3,EFEMP1,G3BP2,IL32,LIPA,MT2A,MYC,PLAUR,PRDX1,RPL7,SOD2,TFAP2A,TP53,VEGFA	AKT (family),AR,BRCA1,CTNNB1,E2F1,EGR1,ESR1,EZH2,JUN,MYC,NANOG,NFKB1,RNA polymerase II,SMAD3,SP1,SP3,STAT3,TCF (family),TFAP2A,TP53,YAP1	
matched_F_C1C4_vs_MPV_lfc	 	MK2206	 	chemical drug	 	0.536	 	-0.014	0.582	8.86E-06	AKR1C3,ATF4,BAD,BAK1,EIF4E,EIF4EBP1,FOXO1,LDLR,MYC,PMAIP1,TP53,VEGFA	AKT (family),AKT1,AR,CEBPB,ERK (family),FOXO1,FOXO3,GSK3,HIF1A,HSF1,JUN,MK2206,NFKB1,NFKBIA,NFkB,RELA,SMAD3,SP1,STAT1,TP53,estrogen receptor,reactive oxygen species	
matched_F_C1C4_vs_MPV_lfc	 	CLIC1	-0.244	ion channel	 	 	 	 	 	9.19E-06	CHST15,CST3,CTSA,EFEMP1,GRN,H2AZ1,IGFBP6,ISG15,MICA,NRP1,PLAUR,PLXNB2,PPID	CLIC1,NFkB,RELA,STAT1,STAT3,TNF,TP53	
matched_F_C1C4_vs_MPV_lfc	 	cadmium chloride	 	chemical toxicant	 	-0.719	 	0.016	-0.766	9.19E-06	ATF4,CHMP5,EIF4E,FOXO1,GCLC,IGFBP6,MT2A,MYC,NQO1,PRDX1,TP53,TXN,TXNRD1	26S proteasome,AKT (family),AP1 (complex),AR,CREB1,ETS1,FOS,FSH,HIF1A,JUN,NFE2L2,NFKB1,NFkB,RELA,SMAD3,SP1,TP53,cadmium chloride	
matched_F_C1C4_vs_MPV_lfc	 	FAM117B	 	other	 	-1.134	 	0.028	-1.208	9.21E-06	AKR1C3,GCLC,NQO1,PRDX1,PRDX2,SOD2,SRXN1	26S proteasome,FAM117B,GABPA,KEAP1,NFE2L2,NFKB1,NFkB,RELA,SMAD3	
matched_F_C1C4_vs_MPV_lfc	 	POLG	-0.216	enzyme	 	 	 	 	 	9.21E-06	EEF1B2,EIF3H,RACK1,RPL7,RPS19,RPS24,RPS25	 	
matched_F_C1C4_vs_MPV_lfc	 	prexasertib	 	chemical drug	Activated	3.124	 	0.022	3.054	9.70E-06	BIRC3,GDF15,ICAM1,IFIH1,IFIT2,IFIT3,MICA,MYC,PMAIP1,TP53,TRAF1	AP1 (complex),CHEK1,E2F1,ERK (family),ETS1,FOS,JUN,MDM4,NFE2L2,NFKB1,NFKBIA,NFkB,NPM1,PML,RELA,SMAD3,SP1,STAT1,STAT3,TNF,TNF (family),TP53,estrogen receptor,prexasertib	
matched_F_C1C4_vs_MPV_lfc	 	mono-(2-ethylhexyl)phthalate	 	chemical toxicant	 	-1.191	 	0.023	-1.283	9.70E-06	ACADVL,ACSL1,COX6A1,ESRRA,FADS1,HADH,IRS2,LDLR,MDH1,NDUFS2,NDUFV1,PLIN2,SDHA,SDHB,SP1,TSPO	ACOX1,AR,FOXO1,FOXO3,HIF1A,HNF4A,HTT,JUN,NR3C1,PPARA,PPARD,PPARG,PPARGC1A,RXRA,SMAD3,SP1,SREBF1,mono-(2-ethylhexyl)phthalate,succinate dehydrogenase	
matched_F_C1C4_vs_MPV_lfc	 	L-triiodothyronine	 	chemical - endogenous mammalian	 	-0.137	 	0.008	-0.184	9.78E-06	ACSL1,AGTRAP,ATP2A2,BAD,BMP4,CALM3,CBR1,CCN2,CHD1,COX6C,CST3,CTSH,DHCR24,EBP,ENO2,ETF1,GDF15,HINT1,HOMER1,ID1,ID3,IGFBP1,IGFBP6,LDLR,LMNA,MGST3,MYC,ODC1,PMAIP1,PRDX2,PYGB,RPS6KA4,SCD,SP1,TET2,TP53,VEGFA	AKT1,AR,CEBPA,CEBPB,ERK (family),FOXO1,FOXO3,HIF1A,IGF1,JUN,L-triiodothyronine,NFKBIA,NFkB,PPARD,PPARG,PPARGC1A,SMAD3,SP1,TP53,estrogen receptor	
matched_F_C1C4_vs_MPV_lfc	 	methylselenic acid	 	chemical reagent	 	-1.000	 	-0.008	-0.984	1.05E-05	ALDH3A2,BIRC3,BMP4,CDC20,DHCR24,G3BP2,GDF15,HNRNPH3,HSD17B11,ID1,ID3,INPP4B,MYC,NQO1,RAB31,SCD,TFDP1,UGDH,VEGFA,ZNF217	E2F1,EGR1,ERK1/2 (family),ESR1,ESR2,FOXO1,FOXO3,HIF1A,JUN,RB1,RELA,RNA polymerase II,SIRT1,SMAD1,SMAD3,SP1,STAT1,TP53,beta-estradiol,methylselenic acid,reactive oxygen species	
matched_F_C1C4_vs_MPV_lfc	 	ELAVL1	-0.026	other	 	-0.369	 	0.006	-0.397	1.05E-05	AHR,ANKRD1,ATF4,ATP1B3,CALM2,CCN2,CD68,CDC20,CENPE,CLN6,CTSS,FADS1,FADS2,HNRNPD,IFIH1,ISG15,MYC,NCF2,NCL,PNPLA2,RACK1,SDHA,SLC7A11,TIMM17A,TP53,VEGFA	CDKN1A,CEBPB,EGR1,ELAVL1,HIF1A,IL6,JUN,MMP9,MYC,NFAT5,NFE2L2,NFKBIA,NFkB,NOTCH1,NPM1,RELA,RNA polymerase II,SMARCA4,SP1,SREBF1,SREBF2,STAT1,STAT3,TP63,cholesterol	
matched_F_C1C4_vs_MPV_lfc	 	CIGB-300	 	biologic drug	 	 	 	 	 	1.06E-05	DDX24,EEF1A1,EIF4EBP1,HSP90AB1,NPM1,RACK1,RPL7A,SPCS1	 	
matched_F_C1C4_vs_MPV_lfc	 	HSPA9	-0.351	enzyme	 	-0.213	 	0.017	-0.261	1.06E-05	CLMN,FOXO1,HSPA9,KRT8,MYC,RPL7,SOD2,TP53	26S proteasome,ATP,FOXO3,HIF1A,HSPA9,IRF3,JUN,MYC,NFKB1,NFKBIA,NFkB,PML,RB1,RELA,STAT1,STAT3,STAT5A,TERT,TP53,XIAP	
matched_F_C1C4_vs_MPV_lfc	 	SFTPC	 	other	 	 	 	 	 	1.06E-05	ATF4,CCN2,KRT7,KRT8,PINK1,PSMA7,PSMC3,S100A6	 	
matched_F_C1C4_vs_MPV_lfc	 	triamcinolone acetonide	 	chemical drug	 	1.357	 	0.001	1.354	1.08E-05	ACSL1,AP3S1,ARL4C,BMP4,CAPG,LDLR,MEIS3P1,MT1E,MT2A,MYC,PALLD,PEX6,PSPH,RHOBTB3,SCD,SOCS2,SOD2,SRGN	CREBBP,E2F1,EP300,FOXO3,NFkB,RELA,RNA polymerase II,STAT1,STAT3,VEGF,triamcinolone acetonide	
matched_F_C1C4_vs_MPV_lfc	 	CYP1A1	0.000	enzyme	 	1.387	 	0.002	1.384	1.09E-05	ANXA3,IFI27L2,KRT7,LMNA,MT2A,NDUFV1,NQO1,ODC1,PFDN1,SDHB,SOCS2,SPAG9	 	
matched_F_C1C4_vs_MPV_lfc	 	FGF10	 	growth factor	 	0.329	 	0.027	0.249	1.10E-05	ANXA1,ANXA3,BMP4,CTSH,LDLR,LMO7,S100A6,TIMP3,TMOD3	EGR1,FGF10,SMAD3,SMAD4,SP1,TGFB1,TP63	
matched_F_C1C4_vs_MPV_lfc	 	oblimersen	 	biologic drug	Activated	2.333	 	0.026	2.255	1.10E-05	IFI27,IFI35,IFI44,IFIT1,IFIT3,IFRD1,ISG15,OAS2,OASL	 	
matched_F_C1C4_vs_MPV_lfc	 	acetaminophen	 	chemical drug	 	-0.776	 	0.004	-0.795	1.11E-05	ABCG2,AHR,CAV1,CBR1,GCLC,GPX1,HNRNPA2B1,ICAM1,IFRD1,IGFBP1,MGST1,MYC,NQO1,ODC1,PLAUR,PNPLA2,PRDX1,SLC7A11,SRXN1,TP53,TXN,TXNRD1,UGDH,VEGFA	26S proteasome,AP1 (complex),CEBPB,ETS1,FOS,HIF1A,IL1B,JUN,NFE2L2,NFKB1,NFkB,RELA,SMAD3,STAT1,STAT3,TNF,TP53,acetaminophen,hydrogen peroxide	
matched_F_C1C4_vs_MPV_lfc	 	NELFB	0.178	other	 	0.000	 	-0.005	0.009	1.15E-05	CCN2,IFI27L2,MAD2L1,POLR2B,POLR2L,VEGFA	 	
matched_F_C1C4_vs_MPV_lfc	 	TNFSF11	 	cytokine	 	0.689	 	0.022	0.588	1.16E-05	AHR,ATF4,BMP4,BSG,CAV1,CKB,CLOCK,FOXO1,GCLC,GRN,ICAM1,IFRD1,MYC,NFATC2,NFKBIE,PLAUR,RRAS,SDC4,SLC20A1,SOD2,SRXN1,TRAF1	E2F1,EGR1,FOXO1,HIF1A,IL1B,JUN,NFKB1,NFKBIA,NFkB,PPARG,PPARGC1A,RELA,SIRT1,STAT1,STAT3,TNF,TNFSF11,TP53	
matched_F_C1C4_vs_MPV_lfc	 	PI3K (complex)	 	complex	 	-0.271	 	0.019	-0.342	1.22E-05	ATF4,BAK1,BIRC3,CCN2,CCT6A,CTSD,FOXO1,GCLC,HBEGF,ICAM1,IFIT1,IGFBP1,MT2A,MYC,NCL,NQO1,PRDX2,SP1,THBS1,TP53,VEGFA,WT1	AKT1,AP1 (complex),AR,CEBPB,ESR1,FOS,FOXO1,FOXO3,HIF1A,JUN,LY294002,NFE2L2,NFKBIA,NFkB,PI3K (complex),SP1,STAT3,TP53,nitric oxide,prostaglandin E2	
matched_F_C1C4_vs_MPV_lfc	 	5-O-mycolyl-beta-araf-(1->2)-5-O-mycolyl-alpha-araf-(1->1')-glycerol	 	chemical - endogenous non-mammalian	 	1.016	 	0.024	0.939	1.22E-05	ACSL1,GPAT3,HBEGF,ICAM1,IFIT1,IFIT2,IFIT3,SDC4,SLC7A11,SOD2,TRAF1	5-O-mycolyl-beta-araf-(1->2)-5-O-mycolyl-alpha-araf-(1->1')-glycerol,IL1B,JUN,NFKB1,NFKBIA,NFkB,RELA,STAT1,STAT3,TNF,TP53	
matched_F_C1C4_vs_MPV_lfc	 	SENP3	0.000	peptidase	 	0.905	 	0.015	0.855	1.22E-05	BMP4,CDC20,CHST15,GCLC,IFI44,IFIT2,ISG15,ISG20,LOXL4,PSMB9,UBASH3B	CSF1,CTNNB1,IL1B,IRF1,IRF3,IRF5,IRF7,IRF8,NFkB,RELA,SENP3,SMAD3,SPI1,STAT1,STAT3,STING1,TBK1,TP53,WWTR1,YAP1	
matched_F_C1C4_vs_MPV_lfc	 	LINC00624	 	other	Inhibited	-2.208	 	-0.028	-2.146	1.25E-05	IFIT1,IFIT2,IFIT3,ISG15,TAPBP	ADAR,IRF1,IRF3,IRF5,IRF7,LINC00624,NFkB,RELA,SPI1,STAT1,STAT2,STAT3,TBK1,TP53,YAP1	
