© 2000-2026 QIAGEN. All rights reserved.

Analysis Details for My Projects->KKH_SCpops_tagseq->MDA-MB-231_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:58 AM->matched_F_C1C4_vs_MPV_lfc
Workspace	My Projects
Project	KKH_SCpops_tagseq
Analysis	matched_F_C1C4_vs_MPV_lfc
Date	Mon Aug 10 09:59:06 PDT 2026
Analysis ID	43603594

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.1
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
(confidence = Experimentally Observed) AND
(data sources = An Open Access Database of Genome-wide Association Results OR BIND OR BioGRID OR Catalogue Of Somatic Mutations In Cancer (COSMIC) OR Chemical Carcinogenesis Research Information System (CCRIS) OR Clinical Genome Resource (ClinGen) OR ClinicalTrials.gov OR ClinVar OR Cognia OR DIP OR DrugBank OR Gene Ontology (GO) OR GVK Biosciences OR Hazardous Substances Data Bank (HSDB) OR HumanCyc OR Ingenuity Expert Findings OR Ingenuity ExpertAssist Findings OR IntAct OR Interactome studies OR MIPS OR miRBase OR miRecords OR Mouse Genome Database (MGD) OR Obesity Gene Map Database OR Online Mendelian Inheritance in Man (OMIM) OR Reactome OR TarBase OR TargetScan Human OR TargetScan Mouse)

Canonical Pathways for My Projects->KKH_SCpops_tagseq->MDA-MB-231_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:58 AM->matched_F_C1C4_vs_MPV_lfc
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Telomere Maintenance	3.99E-01	-1.0	3.23E-02	GAR1,POLR2B,POLR2L,RFC1	
HMGB1 Signaling	4E-01	0.4472135954999579	3.12E-02	HRAS,ICAM1,IFNGR1,RRAS,SP1	
Glyoxylate metabolism and glycine degradation	4.07E-01		5.26E-02	KGD4	
Mismatch Repair in Eukaryotes	4.07E-01		5.26E-02	RFC1	
Regulation of TP53 Activity through Methylation	4.07E-01		5.26E-02	TP53	
Signaling by Activin	4.07E-01		5.26E-02	FST	
Signaling by FGFR1	4.09E-01		3.85E-02	GIPC1,HRAS	
Factors Promoting Cardiogenesis in Vertebrates	4.12E-01	-0.4472135954999579	3.16E-02	ATF4,BMP4,CREB3,FZD4,MYC	
p75 NTR receptor-mediated signalling	4.12E-01	2.23606797749979	3.16E-02	AATF,ARHGEF1,BAD,FGD1,MAGED1	
Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway	4.13E-01	0.8164965809277261	3.09E-02	FOXO1,HRAS,IKBKG,PARD6B,PDGFC,RRAS	
FGF Signaling	4.16E-01		3.49E-02	ATF4,CREB3,HRAS	
Glucose metabolism	4.16E-01		3.49E-02	ENO2,PFKL,SLC37A2	
Platelet homeostasis	4.16E-01		3.49E-02	ATP2A2,GNB2,ITPR3	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	4.19E-01		3.92E-02	SKP1,TP53	
Gap junction trafficking and regulation	4.19E-01		3.92E-02	TUBA1B,TUBB2A	
Activation of NMDA receptors and postsynaptic events	4.24E-01		3.53E-02	HRAS,TUBA1B,TUBB2A	
Formation of the nephric duct	4.25E-01		5.56E-02	BMP4	
Isoleucine Degradation I	4.25E-01		5.56E-02	BCAT1	
Germ Cell Differentiation Signaling Pathway	4.25E-01	0.0	3.33E-02	BMP4,FZD4,PDGFC,WT1	
Relaxin Signaling	4.29E-01		3.23E-02	GNA11,GNB1L,GNB2,NFKBIE,VEGFA	
Puberty Induction Signaling Pathway	4.32E-01		3.57E-02	GNA11,GRINA,SP1	
XIST Epigenetic Regulation Signaling Pathway	4.35E-01	1.3416407864998738	3.25E-02	H2AZ1,MACROH2A1,MYC,SOD2,SUZ12	
O-linked glycosylation	4.39E-01	0.0	3.39E-02	ADAMTS9,B3GALNT2,B4GALT5,THBS1	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	4.4E-01		3.61E-02	GNA11,ITPR3,VIPR1	
JAK/STAT Signaling	4.4E-01		3.61E-02	HRAS,RRAS,SOCS2	
Germ layer formation at gastrulation	4.45E-01		5.88E-02	BMP4	
Metabolism of Angiotensinogen to Angiotensins	4.45E-01		5.88E-02	CTSD	
Prolactin receptor signaling	4.45E-01		5.88E-02	SKP1	
Protein methylation	4.45E-01		5.88E-02	EEF1A1	
RAN Signaling	4.45E-01		5.88E-02	RAN	
Zygotic genome activation (ZGA)	4.45E-01		5.88E-02	TP53	
Cholecystokinin/Gastrin-mediated Signaling	4.46E-01	1.0	3.42E-02	HRAS,ITPR3,PXN,RRAS	
Myocardin Signaling Pathway	4.46E-01	0.0	3.42E-02	BMP4,PDGFC,TET2,VEGFA	
WNT/SHH Axonal Guidance Signaling Pathway	4.48E-01	2.23606797749979	3.29E-02	FZD4,ITPR3,PARD6B,PLXNA1,PLXNA3	
DNA Damage Bypass	4.52E-01		4.17E-02	ISG15,RFC1	
PTEN Signaling	4.54E-01	-0.4472135954999579	3.31E-02	BAD,FOXO1,HRAS,IKBKG,RRAS	
Nuclear Cytoskeleton Signaling Pathway	4.55E-01	0.0	3.15E-02	CDH4,CENPE,DCTN2,LMNA,SKP1,TUBA1B,TUBB2A	
Sleep NREM Signaling Pathway	4.61E-01	-1.0	3.48E-02	ATF4,CREB3,HRAS,RRAS	
Caspase activation via Death Receptors in the presence of ligand	4.66E-01		6.25E-02	TRAF2	
Glutaryl-CoA Degradation	4.66E-01		6.25E-02	HADH	
G alpha (12/13) signalling events	4.66E-01		3.75E-02	ARHGEF1,FGD1,GNB2	
Multiple Sclerosis Signaling Pathway	4.71E-01	1.3416407864998738	3.20E-02	GRINA,HLA-DMA,HLA-E,IFNGR1,NFATC2,PYCARD,SUZ12	
PIP3 activates AKT signaling	4.73E-01	-1.3416407864998738	3.38E-02	AREG,BAD,FOXO1,HBEGF,IRS2	
Signaling by MET	4.75E-01		3.80E-02	HRAS,LAMA5,LAMB3	
PD-1, PD-L1 cancer immunotherapy pathway	4.76E-01		3.54E-02	CSK,HLA-DMA,HLA-E,IFNGR1	
DNA damage-induced 14-3-3σ Signaling	4.76E-01		4.35E-02	BAD,TP53	
Irritable Bowel Syndrome Signaling Pathway	4.78E-01	1.0	3.11E-02	AHR,BIRC3,ECM1,IFNGR1,IKBKG,MYL12A,MYL9,MYLK,TRAF2	
Phase I - Functionalization of compounds	4.83E-01	0.0	3.57E-02	ACSS2,ADH5,AHR,CYP2U1	
Caveolar-mediated Endocytosis Signaling	4.85E-01		3.85E-02	CAV1,FLOT2,HLA-E	
YAP1- and WWTR1 (TAZ)-stimulated gene expression	4.88E-01		6.67E-02	CCN2	
Acetone Degradation I (to Methylglyoxal)	4.88E-01		4.44E-02	CYP2U1,DHRS11	
Bile acid and bile salt metabolism	4.88E-01		4.44E-02	AKR1C3,SLC27A5	
Carboxyterminal post-translational modifications of tubulin	4.88E-01		4.44E-02	TUBA1B,TUBB2A	
Interleukin-10 signaling	4.88E-01		4.44E-02	CSF1,ICAM1	
Senescence-Associated Secretory Phenotype (SASP)	4.91E-01	-2.0	3.60E-02	CDC26,CDK6,IGFBP7,UBE2S	
DNA Double Strand Break Response	4.94E-01		3.90E-02	NSD2,SMARCA5,TP53	
Role of Chondrocytes in Rheumatoid Arthritis Signaling Pathway	5E-01	-1.0	3.47E-02	GNB1L,PDGFC,PPP3CA,PYCARD,VEGFA	
Aggrephagy	5.01E-01		4.55E-02	TUBA1B,TUBB2A	
Assembly and cell surface presentation of NMDA receptors	5.01E-01		4.55E-02	TUBA1B,TUBB2A	
Pyrimidine Ribonucleotides De Novo Biosynthesis	5.01E-01		4.55E-02	ABCE1,CANT1	
RHO GTPases Activate WASPs and WAVEs	5.01E-01		4.55E-02	ARPC1B,ARPC4	
TBC/RABGAPs	5.01E-01		4.55E-02	TBC1D14,TBC1D16	
Dermatan Sulfate Biosynthesis	5.04E-01		3.95E-02	B3GAT3,CHST15,HS6ST1	
Aldosterone Signaling in Epithelial Cells	5.04E-01		3.37E-02	DNAJC21,HSP90AB1,HSPA1A,HSPA9,HSPE1,ITPR3	
Egg-Sperm Fusion Signaling Pathway	5.07E-01	2.0	3.67E-02	CATSPER1,CD81,GPAA1,ITPR3	
Nucleotide biosynthesis	5.13E-01		7.14E-02	PAICS	
Regulation of TP53 Activity through Association with Co-factors	5.13E-01		7.14E-02	TP53	
The CRY:PER:kinase complex represses transactivation by the BMAL:CLOCK (ARNTL:CLOCK) complex	5.13E-01		7.14E-02	CLOCK	
trans-Golgi Network Vesicle Budding	5.14E-01		4.00E-02	AP3S1,DNASE2,SH3D19	
DAP12 interactions	5.15E-01		4.65E-02	HLA-E,HRAS	
Extracellular matrix organization	5.24E-01	-1.0	3.74E-02	LAMA5,LAMB3,PTPRS,TNC	
Transport of inorganic cations/anions and amino acids/oligopeptides	5.24E-01	-1.0	3.74E-02	SLC1A5,SLC20A1,SLC25A10,SLC7A11	
Chondroitin Sulfate Biosynthesis	5.24E-01		4.05E-02	B3GAT3,CHST15,HS6ST1	
Activation of gene expression by SREBF (SREBP)	5.29E-01		4.76E-02	SCD,SP1	
Formation of WDR5-containing histone-modifying complexes	5.29E-01		4.76E-02	BOD1L1,PHF20L1	
Regulation of beta-cell development	5.29E-01		4.76E-02	FOXO1,RBPJ	
GABAergic Receptor Signaling Pathway (Enhanced)	5.29E-01	-0.4472135954999579	3.57E-02	CATSPER1,GNB1L,GNB2,GRINA,ITPR3	
Heparan Sulfate Biosynthesis	5.32E-01		3.77E-02	B3GAT3,CHST15,HS6ST1,LARS1	
Paxillin Signaling	5.32E-01	0.0	3.77E-02	CSK,HRAS,PXN,RRAS	
Epithelial Membrane Protein Signaling Pathway	5.37E-01	0.0	3.47E-02	EMP1,HRAS,MYC,RRAS,TP53,VEGFA	
Superpathway of Inositol Phosphate Compounds	5.38E-01	0.0	3.31E-02	NUDT14,NUDT9,PPP1CA,PPP1CB,PPP3CA,PSPH,SET,THTPA	
Advanced glycosylation endproduct receptor signaling	5.4E-01		7.69E-02	PRKCSH	
Cleavage and Polyadenylation of Pre-mRNA	5.4E-01		7.69E-02	PABPN1	
Dissolution of Fibrin Clot	5.4E-01		7.69E-02	PLAUR	
Dolichyl-diphosphooligosaccharide Biosynthesis	5.4E-01		7.69E-02	DPM3	
Mitochondrial calcium ion transport	5.4E-01		7.69E-02	VDAC1	
Nephron development	5.4E-01		7.69E-02	WT1	
Phenylalanine Degradation IV (Mammalian, via Side Chain)	5.4E-01		7.69E-02	ALDH3A2	
SUMOylation of immune response proteins	5.4E-01		7.69E-02	IKBKG	
Trafficking and processing of endosomal TLR	5.4E-01		7.69E-02	CTSS	
Transcriptional regulation of testis differentiation	5.4E-01		7.69E-02	WT1	
Interleukin-7 signaling	5.43E-01		4.88E-02	IRS2,SOCS2	
Pyrimidine Ribonucleotides Interconversion	5.43E-01		4.88E-02	ABCE1,CANT1	
RNA Polymerase III Transcription	5.43E-01		4.88E-02	POLR1D,POLR2L	
Pathogen Induced Cytokine Storm Signaling Pathway	5.43E-01	0.30151134457776363	3.14E-02	HLA-DMA,IFIH1,IFNGR1,IRF3,MYC,PDGFC,PYCARD,RIGI,SRGN,STXBP2,UNC13D,VEGFA	
Translocation of SLC2A4 (GLUT4) to the plasma membrane	5.45E-01		4.17E-02	MYO5A,TUBA1B,TUBB2A	
NoRC negatively regulates rRNA expression	5.5E-01	-1.0	3.85E-02	CCNH,POLR1D,POLR2L,SMARCA5	
UVA-Induced MAPK Signaling	5.5E-01		3.85E-02	HRAS,RPS6KA4,RRAS,TP53	
Acetylcholine Receptor Signaling Pathway	5.52E-01	1.3416407864998738	3.41E-02	ATF4,CALM2,CALM3,CATSPER1,CREB3,GNA11,ITPR3	
PPARα/RXRα Activation	5.52E-01	-0.4472135954999579	3.41E-02	CLOCK,GNA11,HRAS,HSP90AB1,IKBKG,NFKBIE,RRAS	
Basal Cell Carcinoma Signaling	5.56E-01		4.23E-02	BMP4,FZD4,TP53	
Dopamine Degradation	5.58E-01		5.00E-02	ALDH3A2,ALDH3B1	
Cardiac β-adrenergic Signaling	5.64E-01		3.55E-02	ATP2A2,GNA11,GNB1L,GNB2,PPP1CA,PPP1CB	
Assembly of RNA Polymerase I Complex	5.69E-01		8.33E-02	POLR1D	
Hematopoiesis from Multipotent Stem Cells	5.69E-01		8.33E-02	CSF1	
Purine Nucleotides De Novo Biosynthesis II	5.69E-01		8.33E-02	PAICS	
Reversible hydration of carbon dioxide	5.69E-01		8.33E-02	CA12	
Signaling by Leptin	5.69E-01		8.33E-02	IRS2	
Fcgamma receptor (FCGR) dependent phagocytosis	5.71E-01	0.8164965809277261	3.57E-02	ARPC1B,ARPC4,CFL1,HSP90AB1,ITPR3,MYO5A	
MAP kinase activation	5.73E-01		5.13E-02	IKBKG,SKP1	
Mitotic Roles of Polo-Like Kinase	5.78E-01		4.35E-02	CDC20,CDC26,HSP90AB1	
Role of JAK1 and JAK3 in γc Cytokine Signaling	5.78E-01		4.35E-02	HRAS,IRS2,RRAS	
IL-27 Signaling Pathway	5.83E-01		3.76E-02	AHR,HLA-E,IFNGR1,IRF3,PYCARD	
ATM Signaling	5.86E-01		4.00E-02	ATF4,CBX5,CREB3,TP53	
Metabolism of steroid hormones	5.89E-01		5.26E-02	HSD17B11,TSPO	
Resolution of Abasic Sites (AP sites)	5.89E-01		5.26E-02	RFC1,UNG	
Agrin Interactions at Neuromuscular Junction	5.9E-01		4.41E-02	HRAS,PXN,RRAS	
Pentose Phosphate Pathway	6.02E-01		9.09E-02	PGLS	
Phenylalanine and tyrosine metabolism	6.02E-01		9.09E-02	GSTZ1	
Phosphorylation of CLOCK, acetylation of BMAL1 (ARNTL) at target gene promoters	6.02E-01		9.09E-02	CLOCK	
Cell Cycle Control of Chromosomal Replication	6.02E-01		4.48E-02	CDK6,CDK9,RFC1	
PXR/RXR Activation	6.02E-01		4.48E-02	ALDH3A2,FOXO1,IGFBP1	
Mitochondrial Fatty Acid Beta-Oxidation	6.06E-01		5.41E-02	ACADVL,HADH	
p53 Signaling	6.06E-01		4.08E-02	PMAIP1,THBS1,TP53,WT1	
Cohesin Chromatin Regulation Pathway	6.07E-01	-1.8973665961010275	3.34E-02	AURKB,CBX5,CDC26,FAT1,H2AZ1,MACROH2A1,MYC,POLR2B,POLR2L,SMARCA5	
Inhibition of ARE-Mediated mRNA Degradation Pathway	6.08E-01		3.68E-02	PABPN1,PSMA7,PSMB6,PSMB9,PSMC3,PSME1	
LXR/RXR Activation	6.08E-01		3.85E-02	APOL1,HADH,IRF3,LDLR,SERPINA1	
ZFX in Tumorigenesis Signaling Pathway	6.14E-01		4.55E-02	IGFBP1,MYC,NRP1	
TGF-β Signaling	6.16E-01		4.12E-02	BMP4,HRAS,RRAS,SMURF2	
FXR/RXR Activation	6.18E-01	-0.3779644730092272	3.59E-02	FOXO1,GSTZ1,ICAM1,MGST1,MGST3,NQO1,SLC27A5	
Striated Muscle Contraction	6.23E-01		5.56E-02	TMOD3,TPM4	
HEY1 Signaling Pathway	6.23E-01	-0.8164965809277261	3.73E-02	BMP4,PDGFC,PINK1,RBPJ,TP53,VEGFA	
Serotonin Degradation	6.26E-01		4.17E-02	ADH5,ALDH3A2,ALDH3B1,B3GAT3	
Class B/2 (Secretin family receptors)	6.36E-01	2.0	4.21E-02	FZD4,GNB2,RAMP1,VIPR1	
ATF6 (ATF6-alpha) activates chaperone genes	6.38E-01		1.00E-01	ATF4	
Calcium Transport I	6.38E-01		1.00E-01	ATP2A2	
Caspase activation via Dependence Receptors in the absence of ligand	6.38E-01		1.00E-01	MAGED1	
Creatine metabolism	6.38E-01		1.00E-01	CKB	
Glycine Betaine Degradation	6.38E-01		1.00E-01	SDSL	
RHOBTB3 ATPase cycle	6.38E-01		1.00E-01	RHOBTB3	
RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	6.38E-01		1.00E-01	NFATC2	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	6.39E-01		3.65E-02	CCN2,CSF1,ICAM1,IFNGR1,MYL9,PDGFC,VEGFA	
Triacylglycerol Degradation	6.4E-01		4.69E-02	ABHD12,LARS1,PNPLA2	
Coagulation System	6.41E-01		5.71E-02	PLAUR,SERPINA1	
IL-9 Signaling	6.41E-01		5.71E-02	IRS2,SOCS2	
Nuclear RNA decay	6.41E-01		5.71E-02	PABPN1,RBM27	
Transcriptional Regulation by NPAS4	6.41E-01		5.71E-02	MAGED1,REST	
Hepatic Cholestasis	6.42E-01	0.0	3.56E-02	CALM2,CALM3,FOXO1,IKBKG,IRF3,NFKBIE,PPP3CA,TRAF2	
Oxidative Stress Induced Senescence	6.52E-01	-0.4472135954999579	4.00E-02	CDK6,SUZ12,TFDP1,TP53,TXN	
Transcriptional regulation by RUNX1	6.53E-01	0.3779644730092272	3.68E-02	ADRM1,CCNH,PSMA7,PSMB6,PSMB9,PSMC3,PSME1	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	6.57E-01	1.0	4.30E-02	ARPC1B,ARPC4,MYO5A,PXN	
Chaperone Mediated Autophagy Signaling Pathway	6.61E-01	-0.47140452079103173	3.13E-02	ATP6AP1,ATP6V0D1,CTSA,EEF1A1,HSP90AB1,HSPA1A,HSPA9,IDH2,LAMP2,MYC,NFATC2,PLIN2,PPP3CA,PSMA7,PSMB6,PSMB9,PSME1,PYCARD,RILP,TP53	
IL-17 Signaling	6.61E-01	1.1338934190276817	3.70E-02	HRAS,HSP90AB1,PDGFC,RRAS,SRSF1,TRAF2,VEGFA	
Lysosome Positioning Signaling Pathway	6.63E-01	0.0	3.85E-02	DCTN2,GNB1L,PLEKHM1,PPP3CA,RILP,SPAG9	
Kinesins	6.66E-01		4.84E-02	CENPE,TUBA1B,TUBB2A	
Phagosome Formation	6.68E-01	2.9824045403173027	3.11E-02	ADGRF1,ARPC1B,ARPC4,CCRL2,CFL1,CFL2,CMKLR2,F2RL1,FZD4,GPR137,GPRC5A,HRAS,ITPR3,MYL12A,MYL9,MYLK,PLA2G12A,PLA2G15,PLAAT4,PNPLA2,RRAS,VIPR1	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	6.71E-01		4.07E-02	BMP4,FZD4,HRAS,RRAS,TP53	
Heme Biosynthesis II	6.78E-01		1.11E-01	CPOX	
Lipophagy	6.78E-01		1.11E-01	PLIN2	
Malate-aspartate shuttle	6.78E-01		1.11E-01	MDH1	
Sphingosine and Sphingosine-1-phosphate Metabolism	6.78E-01		1.11E-01	ASAH1	
Sialic acid metabolism	6.79E-01		6.06E-02	CTSA,NEU1	
Signal amplification	6.79E-01		6.06E-02	GNA11,GNB2	
Unfolded Protein Response (UPR)	6.79E-01		6.06E-02	ATF4,CREB3	
Actin Nucleation by ARP-WASP Complex	6.79E-01	2.0	4.40E-02	ARPC1B,ARPC4,HRAS,RRAS	
Ceramide Signaling	6.79E-01	2.0	4.40E-02	BAD,CTSD,HRAS,RRAS	
Assembly of collagen fibrils and other multimeric structures	6.8E-01		4.92E-02	CTSS,LAMB3,LOXL4	
Cytoprotection by HMOX1	6.94E-01		5.00E-02	COX6A1,COX6C,COXFA4	
E3 ubiquitin ligases ubiquitinate target proteins	6.94E-01		5.00E-02	RNF40,UBE2D2,UBE2D3	
GADD45 Signaling	6.94E-01		5.00E-02	MYC,TP53,WT1	
Androgen Biosynthesis	6.99E-01		6.25E-02	AKR1C3,EBP	
Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells	6.99E-01		6.25E-02	GNA11,IKBKG	
Regulation of Cellular Mechanics by Calpain Protease	7.02E-01		4.49E-02	CDK6,HRAS,PXN,RRAS	
3-phosphoinositide Biosynthesis	7.04E-01	0.0	3.70E-02	NUDT14,NUDT9,PPP1CA,PPP1CB,PPP3CA,PSPH,SET,THTPA	
Glutamate binding, activation of AMPA receptors and synaptic plasticity	7.2E-01		6.45E-02	AP2A1,AP2S1	
Pre-NOTCH Expression and Processing	7.2E-01	-1.3416407864998738	4.24E-02	ATP2A2,RBPJ,TFDP1,TMED2,TP53	
Signaling by PDGF	7.23E-01		5.17E-02	HRAS,PDGFC,THBS1	
Formation of intermediate mesoderm	7.24E-01		1.25E-01	BMP4	
NFE2L2 regulating MDR associated enzymes	7.24E-01		1.25E-01	ABCG2	
Purine Ribonucleosides Degradation to Ribose-1-phosphate	7.24E-01		1.25E-01	PGM2	
Regulation of NFE2L2 gene expression	7.24E-01		1.25E-01	MYC	
γ-glutamyl Cycle	7.24E-01		1.25E-01	GGT5	
Signaling by NTRK3 (TRKC)	7.42E-01		6.67E-02	HRAS,PTPRS	
Superpathway of Cholesterol Biosynthesis	7.42E-01		6.67E-02	DHCR24,EBP	
LPS-stimulated MAPK Signaling	7.5E-01	2.0	4.71E-02	HRAS,IKBKG,NFKBIE,RRAS	
Gαi Signaling	7.51E-01		4.11E-02	CAV1,GNA11,GNB1L,GNB2,HRAS,RRAS	
CNTF Signaling	7.54E-01		5.36E-02	HRAS,RPS6KA4,RRAS	
White Adipose Tissue Browning Pathway	7.6E-01		4.14E-02	ATF4,CATSPER1,CREB3,ITPR3,TFDP1,VEGFA	
Autism Signaling Pathway	7.6E-01	1.414213562373095	3.58E-02	ALDH3A2,ALDH3B1,BCKDK,EIF4E,EIF4EBP1,FZD4,GNB1L,GRINA,HLA-E,HRAS,RRAS	
Energy dependent regulation of mTOR by LKB1-AMPK	7.65E-01		6.90E-02	LAMTOR2,RRAGD	
Gluconeogenesis I	7.65E-01		6.90E-02	ENO2,MDH1	
Myogenesis	7.65E-01		6.90E-02	CDH4,SPAG9	
Paracetamol ADME	7.65E-01		6.90E-02	ABCG2,GGT5	
Phosphatidylglycerol Biosynthesis II (Non-plastidic)	7.65E-01		6.90E-02	AGPAT2,GPAT3	
Role of p14/p19ARF in Tumor Suppression	7.65E-01		6.90E-02	NPM1,TP53	
Iron homeostasis signaling pathway	7.69E-01		4.17E-02	ATP6AP1,ATP6V0D1,BMP4,GDF15,HSPA9,SKP1	
Amino acids regulate mTORC1	7.7E-01		5.45E-02	ATP6V0D1,LAMTOR2,RRAGD	
Lymphotoxin β Receptor Signaling	7.7E-01		5.45E-02	IKBKG,TRAF1,TRAF2	
D-myo-inositol-5-phosphate Metabolism	7.72E-01	0.0	3.86E-02	NUDT14,NUDT9,PPP1CA,PPP1CB,PPP3CA,PSPH,SET,THTPA	
Netrin Signaling	7.73E-01	1.889822365046136	4.00E-02	ARPC1B,ARPC4,CATSPER1,GPAA1,ITPR3,NFATC2,PPP3CA	
Cardiac Hypertrophy Signaling (Enhanced)	7.74E-01	1.0690449676496976	3.32E-02	ATP2A2,CALM2,CALM3,EIF4E,EIF4EBP1,FZD4,GNA11,GNB1L,GNB2,HRAS,IKBKG,ITPR3,MAP3K11,MYC,NFATC2,PKN1,PPP3CA,RRAS	
RNA polymerase II transcribes snRNA genes	7.76E-01	-1.0	4.82E-02	CDK9,POLR2B,POLR2L,SP1	
Aspartate Degradation II	7.76E-01		1.43E-01	MDH1	
Ceramide Degradation	7.76E-01		1.43E-01	ASAH1	
Glycoaminoglycan-protein Linkage Region Biosynthesis	7.76E-01		1.43E-01	B3GAT3	
Mitochondrial Uncoupling	7.76E-01		1.43E-01	SLC25A4	
Phosphatidylethanolamine Biosynthesis II	7.76E-01		1.43E-01	PCYT2	
Glycolysis I	7.89E-01		7.14E-02	ENO2,PFKL	
Pyroptosis	7.89E-01		7.14E-02	BAK1,TP53	
Sulfur amino acid metabolism	7.89E-01		7.14E-02	SLC25A10,TST	
BEX2 Signaling Pathway	7.89E-01	-1.0	4.88E-02	BAD,BAK1,PDGFC,VEGFA	
Metabolism of water-soluble vitamins and cofactors	7.89E-01	0.0	4.88E-02	LMBRD1,MCCC2,MOCS2,THTPA	
NF1 RAS Signaling Pathway	7.93E-01	2.8284271247461903	3.35E-02	ADGRF1,CAV1,CCRL2,CFL1,CFL2,CMKLR2,F2RL1,FZD4,GNB1L,GNB2,GPR137,GPRC5A,HRAS,HSPA1A,RIN1,RRAS,VEGFA,VIPR1	
RBP4 in Immune and Metabolic Regulation Signaling Pathway	7.95E-01	1.3416407864998738	4.50E-02	ATF4,CREB3,ICAM1,NCF2,VEGFA	
Intra-Golgi and retrograde Golgi-to-ER traffic	7.96E-01	-1.414213562373095	3.92E-02	BICD2,CENPE,DCTN2,RAB1A,RHOBTB3,TMED2,TUBA1B,TUBB2A	
Ephrin A Signaling	7.99E-01	-0.4472135954999579	4.26E-02	CFL1,CFL2,HRAS,MYL12A,MYL9,VEGFA	
LPS/IL-1 Mediated Inhibition of RXR Function	7.99E-01		3.65E-02	ACSL1,ALDH3A2,ALDH3B1,CHST15,CYP2U1,GSTZ1,HS6ST1,MGST1,MGST3,SLC27A5,TRAF2	
Signaling by NTRK1 (TRKA)	8.03E-01	1.0	4.94E-02	AP2A1,AP2S1,HRAS,IRS2	
Spliceosomal Cycle	8.04E-01		5.66E-02	DDX46,PLRG1,U2AF2	
Membrane Repair Signaling Pathway	8.06E-01	0.4472135954999579	4.55E-02	ANXA1,CAV1,CD81,CD82,GPAA1	
Xenobiotic Metabolism CAR Signaling Pathway	8.12E-01	-0.3779644730092272	3.85E-02	ALDH3A2,ALDH3B1,CHST15,GSTZ1,HS6ST1,HSP90AB1,MGST1,MGST3,RACK1	
ATF4 activates genes in response to endoplasmic reticulum stress	8.14E-01		7.41E-02	ATF4,IGFBP1	
CDP-diacylglycerol Biosynthesis I	8.14E-01		7.41E-02	AGPAT2,GPAT3	
Cholesterol biosynthesis	8.14E-01		7.41E-02	DHCR24,EBP	
Effects of PIP2 hydrolysis	8.14E-01		7.41E-02	ABHD12,ITPR3	
IL-17A Signaling in Fibroblasts	8.16E-01	2.0	5.00E-02	IKBKG,NFKBIE,P4HB,TRAF2	
Nucleotide Excision Repair	8.18E-01	-0.4472135954999579	4.59E-02	CCNH,GPS1,POLR2B,POLR2L,RFC1	
Reelin Signaling in Neurons	8.19E-01	2.4494897427831783	4.32E-02	ARHGEF1,ARPC1B,ARPC4,CFL1,GRINA,MAP3K11	
STAT3 Pathway	8.19E-01	0.8164965809277261	4.32E-02	HRAS,MAP3K11,MYC,RRAS,SOCS2,VEGFA	
Glutathione-mediated Detoxification	8.21E-01		5.77E-02	GSTZ1,MGST1,MGST3	
SNARE Signaling Pathway	8.29E-01	1.0	4.35E-02	CALM2,CALM3,GPAA1,MYL9,RAB1A,STXBP2	
Factors involved in megakaryocyte development and platelet production	8.3E-01	0.4472135954999579	4.63E-02	CABLES1,CBX5,EHD2,KDM1A,TP53	
IL-7 Signaling Pathway	8.3E-01		5.06E-02	BAD,BAK1,FOXO1,MYC	
Creatine-phosphate Biosynthesis	8.37E-01		1.67E-01	CKB	
GDP-mannose Biosynthesis	8.37E-01		1.67E-01	GMPPA	
Galactose catabolism	8.37E-01		1.67E-01	PGM1	
Protein repair	8.37E-01		1.67E-01	TXN	
SLC15A4:TASL-dependent IRF5 activation	8.37E-01		1.67E-01	IKBKG	
Assembly of RNA Polymerase II Complex	8.39E-01		5.88E-02	CCNH,POLR2B,POLR2L	
UVC-Induced MAPK Signaling	8.39E-01		5.88E-02	HRAS,RRAS,TP53	
Complex III assembly	8.4E-01		7.69E-02	HSPA9,UQCC3	
Estrogen-mediated S-phase Entry	8.4E-01		7.69E-02	MYC,TFDP1	
Glycogen metabolism	8.4E-01		7.69E-02	PGM1,PYGB	
Metabolism of porphyrins	8.4E-01		7.69E-02	ABCG2,CPOX	
Signaling by Erythropoietin	8.4E-01		7.69E-02	HRAS,IRS2	
